Category: All categories

Month,Netflix: (Afghanistan),Netflix: (Albania),Netflix: (Algeria),Netflix: (American Samoa),Netflix: (Andorra),Netflix: (Angola),Netflix: (Anguilla),Netflix: (Antarctica),Netflix: (Antigua & Barbuda),Netflix: (Argentina),Netflix: (Armenia),Netflix: (Aruba),Netflix: (Australia),Netflix: (Austria),Netflix: (Azerbaijan),Netflix: (Bahamas),Netflix: (Bahrain),Netflix: (Bangladesh),Netflix: (Barbados),Netflix: (Belarus),Netflix: (Belgium),Netflix: (Belize),Netflix: (Benin),Netflix: (Bermuda),Netflix: (Bhutan),Netflix: (Bolivia),Netflix: (Bosnia & Herzegovina),Netflix: (Botswana),Netflix: (Bouvet Island),Netflix: (Brazil),Netflix: (British Indian Ocean Territory),Netflix: (Brunei),Netflix: (Bulgaria),Netflix: (Burkina Faso),Netflix: (Burundi),Netflix: (Cambodia),Netflix: (Cameroon),Netflix: (Canada),Netflix: (Cape Verde),Netflix: (Caribbean Netherlands),Netflix: (Cayman Islands),Netflix: (Central African Republic),Netflix: (Chile),Netflix: (Christmas Island),Netflix: (Cocos (Keeling) Islands),Netflix: (Colombia),Netflix: (Comoros),Netflix: (Congo - Brazzaville),Netflix: (Congo - Kinshasa),Netflix: (Cook Islands),Netflix: (Costa Rica),Netflix: (Croatia),Netflix: (Cuba),Netflix: (Curaçao),Netflix: (Cyprus),Netflix: (Czechia),Netflix: (Côte d’Ivoire),Netflix: (Denmark),Netflix: (Djibouti),Netflix: (Dominica),Netflix: (Dominican Republic),Netflix: (Ecuador),Netflix: (Egypt),Netflix: (El Salvador),Netflix: (Equatorial Guinea),Netflix: (Eritrea),Netflix: (Estonia),Netflix: (Eswatini),Netflix: (Ethiopia),Netflix: (Falkland Islands (Islas Malvinas)),Netflix: (Faroe Islands),Netflix: (Fiji),Netflix: (Finland),Netflix: (France),Netflix: (French Guiana),Netflix: (French Polynesia),Netflix: (Gabon),Netflix: (Gambia),Netflix: (Georgia),Netflix: (Germany),Netflix: (Ghana),Netflix: (Gibraltar),Netflix: (Greece),Netflix: (Greenland),Netflix: (Grenada),Netflix: (Guadeloupe),Netflix: (Guam),Netflix: (Guatemala),Netflix: (Guernsey),Netflix: (Guinea),Netflix: (Guinea-Bissau),Netflix: (Guyana),Netflix: (Haiti),Netflix: (Heard & McDonald Islands),Netflix: (Honduras),Netflix: (Hong Kong),Netflix: (Hungary),Netflix: (Iceland),Netflix: (India),Netflix: (Indonesia),Netflix: (Iran),Netflix: (Iraq),Netflix: (Ireland),Netflix: (Isle of Man),Netflix: (Israel),Netflix: (Italy),Netflix: (Jamaica),Netflix: (Japan),Netflix: (Jersey),Netflix: (Jordan),Netflix: (Kazakhstan),Netflix: (Kenya),Netflix: (Kiribati),Netflix: (Kuwait),Netflix: (Kyrgyzstan),Netflix: (Laos),Netflix: (Latvia),Netflix: (Lebanon),Netflix: (Lesotho),Netflix: (Liberia),Netflix: (Libya),Netflix: (Liechtenstein),Netflix: (Lithuania),Netflix: (Luxembourg),Netflix: (Macao),Netflix: (Madagascar),Netflix: (Malawi),Netflix: (Malaysia),Netflix: (Maldives),Netflix: (Mali),Netflix: (Malta),Netflix: (Marshall Islands),Netflix: (Martinique),Netflix: (Mauritania),Netflix: (Mauritius),Netflix: (Mexico),Netflix: (Micronesia),Netflix: (Moldova),Netflix: (Monaco),Netflix: (Mongolia),Netflix: (Montenegro),Netflix: (Montserrat),Netflix: (Morocco),Netflix: (Mozambique),Netflix: (Myanmar (Burma)),Netflix: (Namibia),Netflix: (Nauru),Netflix: (Nepal),Netflix: (Netherlands),Netflix: (New Caledonia),Netflix: (New Zealand),Netflix: (Nicaragua),Netflix: (Niger),Netflix: (Nigeria),Netflix: (Niue),Netflix: (Norfolk Island),Netflix: (North Macedonia),Netflix: (Northern Mariana Islands),Netflix: (Norway),Netflix: (Oman),Netflix: (Pakistan),Netflix: (Palau),Netflix: (Palestine),Netflix: (Panama),Netflix: (Papua New Guinea),Netflix: (Paraguay),Netflix: (Peru),Netflix: (Philippines),Netflix: (Pitcairn Islands),Netflix: (Poland),Netflix: (Portugal),Netflix: (Puerto Rico),Netflix: (Qatar),Netflix: (Romania),Netflix: (Rwanda),Netflix: (Réunion),Netflix: (San Marino),Netflix: (Saudi Arabia),Netflix: (Senegal),Netflix: (Serbia),Netflix: (Seychelles),Netflix: (Sierra Leone),Netflix: (Singapore),Netflix: (Sint Maarten),Netflix: (Slovakia),Netflix: (Slovenia),Netflix: (Solomon Islands),Netflix: (Somalia),Netflix: (South Georgia & South Sandwich Islands),Netflix: (South Korea),Netflix: (South Sudan),Netflix: (Spain),Netflix: (Sri Lanka),Netflix: (St. Barthélemy),Netflix: (St. Helena),Netflix: (St. Kitts & Nevis),Netflix: (St. Lucia),Netflix: (St. Martin),Netflix: (St. Pierre & Miquelon),Netflix: (Sudan),Netflix: (Suriname),Netflix: (Svalbard & Jan Mayen),Netflix: (Sweden),Netflix: (Switzerland),Netflix: (São Tomé & Príncipe),Netflix: (United Arab Emirates),Netflix: (United Kingdom),Netflix: (Western Sahara),Netflix: (Åland Islands)
2020-01-01,5,11,7,32,29,10,0,0,15,29,3,26,25,17,5,24,14,5,20,1,23,21,7,25,7,18,5,23,0,27,0,15,5,2,7,5,5,27,14,39,28,0,27,0,0,29,15,6,3,0,27,8,10,28,25,13,6,21,21,23,23,23,4,20,7,0,9,8,4,0,26,18,16,25,39,39,10,10,4,17,9,34,19,21,21,34,22,19,20,3,0,20,10,0,24,14,13,24,5,5,0,2,30,24,8,17,22,2,26,8,1,10,0,11,1,6,7,14,3,2,2,18,6,22,12,10,6,10,23,4,22,0,23,4,21,29,29,4,0,8,6,0,11,9,6,21,0,8,25,29,26,22,5,5,0,0,11,21,23,10,9,25,5,23,11,20,26,17,0,25,20,20,13,24,9,43,17,8,10,5,19,6,19,26,9,8,0,7,0,5,5,22,4,33,14,29,25,32,57,2,12,0,22,18,0,16,22,10,21
2020-02-01,5,9,6,34,24,10,0,0,15,28,2,24,21,15,4,20,13,4,14,1,22,19,7,32,10,15,4,20,0,25,0,15,3,2,4,6,5,24,14,33,23,0,26,0,0,21,9,6,3,0,22,7,8,24,23,11,6,20,19,25,20,28,4,18,10,0,8,9,4,0,23,12,14,23,41,37,11,8,4,15,8,31,14,24,19,31,23,15,27,4,7,17,10,0,19,19,10,23,5,4,0,2,28,24,8,14,20,2,24,6,1,9,0,9,1,6,6,13,5,6,2,13,6,19,19,9,6,9,19,4,22,35,22,4,19,25,33,3,0,10,4,0,10,8,6,19,0,7,24,29,23,17,4,5,0,0,9,24,22,8,7,31,3,21,9,18,24,17,0,21,19,18,13,19,10,35,17,7,10,5,13,4,19,26,7,8,13,6,0,5,5,19,4,34,13,21,19,23,40,2,11,0,19,18,0,13,23,6,20
2020-03-01,7,21,22,39,42,18,0,0,23,42,4,44,26,21,8,32,23,7,22,1,30,28,12,40,9,33,7,28,0,34,0,20,5,6,9,7,10,32,20,35,33,0,37,0,0,46,19,13,7,0,37,13,11,36,42,16,14,23,28,27,37,47,7,28,17,0,10,11,6,0,29,18,17,34,57,50,21,13,6,19,15,44,30,27,34,52,30,28,26,5,9,28,17,0,38,19,13,25,10,6,1,3,35,24,13,30,26,2,27,11,2,16,0,20,2,8,8,30,7,7,4,19,9,29,14,14,8,18,26,8,34,29,38,8,37,36,26,6,0,10,8,0,25,12,9,28,0,15,28,35,30,21,7,10,0,0,20,35,26,18,15,29,6,36,10,37,43,34,0,26,35,31,22,29,16,55,37,16,22,7,20,7,22,39,11,11,0,8,0,7,3,39,7,34,18,28,36,39,41,3,15,0,21,23,0,26,27,21,16
2020-04-01,10,26,32,59,53,33,0,0,33,46,5,60,34,23,13,40,26,16,30,1,33,40,24,47,14,49,10,56,0,38,0,23,6,11,16,10,15,38,42,57,44,16,45,0,0,53,31,19,14,0,48,15,23,62,51,15,25,23,48,36,52,50,8,37,24,0,12,21,12,0,33,34,17,38,72,60,29,18,8,22,24,52,36,31,43,66,38,34,27,17,15,36,35,0,45,22,15,28,16,9,1,5,43,28,18,33,33,4,30,14,2,30,0,20,2,13,8,38,9,12,6,23,10,33,16,26,16,20,44,16,39,30,45,14,46,45,40,6,0,8,11,53,34,22,14,40,0,30,30,52,43,31,13,18,0,0,26,46,26,22,23,61,9,53,14,40,44,44,0,30,47,38,28,39,34,59,37,19,36,12,36,18,33,58,12,13,22,15,0,6,7,43,10,46,24,50,46,57,42,5,24,0,21,27,28,32,28,27,22
2020-05-01,8,16,15,50,40,27,0,0,29,42,4,43,29,18,10,36,20,11,26,1,26,31,10,39,14,32,6,45,0,34,0,21,5,5,12,7,9,31,35,45,35,12,39,0,0,40,27,18,9,0,34,10,16,41,32,14,13,21,29,41,37,38,5,30,23,0,9,19,10,0,26,27,15,30,54,52,24,16,6,19,14,41,23,29,33,46,31,29,30,11,12,35,23,0,36,17,13,22,12,7,0,3,33,23,11,21,33,3,29,8,2,23,0,15,2,8,7,21,9,9,3,23,8,25,15,19,13,15,45,9,30,45,34,9,39,37,56,5,0,8,6,53,20,15,11,31,0,20,25,40,30,26,9,12,0,0,16,41,21,14,15,25,5,39,12,34,34,32,0,23,31,26,21,27,21,51,23,11,22,6,21,15,33,41,10,10,0,12,0,6,7,31,9,32,20,29,37,38,28,4,16,0,19,21,37,24,25,14,18
2020-06-01,6,11,12,42,29,21,0,0,24,36,4,33,24,16,8,28,21,10,23,1,23,27,10,29,14,28,5,28,0,32,0,19,4,3,10,7,7,27,28,36,28,0,39,0,0,37,20,12,7,38,30,8,14,33,23,12,10,17,24,38,32,27,5,28,17,0,9,16,11,0,29,26,13,24,52,41,19,12,4,16,11,27,17,25,35,39,26,27,21,6,11,30,19,0,33,14,13,22,10,6,0,3,33,22,9,17,25,3,25,7,1,18,0,14,2,9,6,17,6,8,3,16,7,21,12,18,11,12,35,6,24,44,30,9,35,36,48,5,0,8,4,0,14,15,8,27,0,14,23,39,25,25,5,10,0,0,12,34,18,15,13,22,4,34,10,28,30,26,0,20,25,23,19,21,15,43,20,12,16,5,19,9,23,37,7,9,14,10,0,6,4,22,7,38,18,35,38,29,34,3,23,0,18,18,32,21,24,9,13
2020-07-01,7,10,12,54,28,22,0,0,26,40,4,33,24,16,8,28,20,9,22,1,23,31,10,25,11,26,5,28,0,30,0,20,5,3,10,7,6,27,25,37,31,9,34,0,0,37,14,13,6,0,33,10,13,34,24,13,9,19,26,42,29,31,5,27,17,0,10,13,13,0,23,21,15,24,49,48,19,10,4,17,12,33,16,23,25,41,27,25,21,6,8,28,16,0,31,19,12,22,9,7,0,3,28,23,10,14,25,3,25,7,2,17,0,13,2,8,7,16,7,7,3,19,8,19,14,22,11,11,31,6,23,0,29,7,27,35,46,5,0,8,6,0,13,15,8,27,0,14,24,36,26,26,4,9,0,0,12,35,22,16,13,0,5,31,14,29,30,32,0,20,24,21,19,22,13,45,15,10,14,6,24,7,21,37,8,10,18,10,0,6,4,23,6,23,18,28,32,34,42,3,17,74,22,17,23,22,22,10,19
2020-08-01,6,11,11,44,30,24,0,0,21,35,4,35,23,15,7,31,18,7,21,1,22,29,8,26,17,26,5,35,0,26,0,18,5,3,6,6,6,26,24,29,28,11,28,0,0,37,17,11,4,32,29,11,12,27,25,13,9,17,23,31,28,31,5,24,18,0,9,16,9,0,23,20,12,23,39,46,16,14,4,15,11,37,17,22,24,38,31,23,23,4,8,27,13,0,27,19,12,23,8,6,0,3,26,22,10,15,26,3,23,7,1,17,0,12,1,7,6,16,9,6,3,15,9,20,13,18,12,11,28,6,26,57,29,5,23,32,34,5,0,8,6,58,14,16,8,28,0,13,22,37,26,22,5,8,0,0,12,32,19,14,11,26,5,30,14,25,32,28,0,20,24,20,17,22,14,40,18,9,13,5,28,10,20,44,8,10,11,10,0,7,4,23,5,27,17,25,35,33,32,2,13,0,19,17,26,20,20,10,15
2020-09-01,6,10,10,36,30,21,0,0,23,36,3,34,25,15,5,23,18,6,19,1,20,26,9,36,14,22,5,31,0,24,0,18,4,3,7,6,8,26,21,32,29,0,28,0,0,29,0,13,4,0,29,9,13,29,23,13,9,19,22,22,27,27,4,21,17,0,8,13,8,0,24,21,12,21,36,38,15,9,4,16,11,36,15,26,24,34,33,22,22,4,13,23,11,0,24,15,12,23,7,5,0,3,29,24,12,16,26,3,23,7,1,16,0,12,1,7,6,15,8,6,3,15,7,19,11,14,8,11,25,5,26,36,20,6,22,28,53,4,0,6,6,0,12,14,11,26,0,12,21,40,24,23,5,7,0,0,11,30,19,13,11,34,5,26,13,25,30,23,0,18,23,21,16,19,15,33,21,8,12,5,20,8,19,35,9,9,12,8,0,6,4,24,5,20,17,25,27,30,34,2,14,0,20,17,35,18,22,12,18
2020-10-01,6,11,10,34,28,15,0,0,19,33,3,30,21,17,5,27,14,6,18,1,25,24,8,28,13,18,6,26,0,23,0,18,4,2,8,6,7,28,23,36,28,7,28,0,0,30,0,9,5,30,28,10,11,31,23,18,9,16,19,24,25,30,4,19,13,0,8,12,7,0,26,21,13,25,34,37,14,9,4,18,10,33,16,28,25,37,29,22,23,4,7,22,13,0,24,14,13,23,6,5,0,3,34,22,12,16,24,3,28,7,1,15,0,11,1,7,7,15,5,5,3,14,8,23,13,17,7,14,24,6,29,37,22,5,24,27,25,4,0,7,6,0,12,12,12,25,0,10,25,41,22,20,4,7,0,0,12,31,20,12,10,40,5,26,10,21,27,21,0,22,25,21,16,23,13,33,14,7,12,5,24,8,19,28,12,11,11,8,0,6,3,25,7,34,17,24,25,42,29,2,14,0,18,18,29,17,24,9,16
2020-11-01,5,11,10,39,33,14,0,0,23,27,3,24,18,18,6,22,12,5,19,1,25,22,7,24,10,21,7,23,0,23,0,18,5,2,8,5,6,26,20,30,25,0,23,0,0,29,0,11,4,26,25,15,9,29,24,18,8,17,22,27,25,28,7,24,9,0,8,12,6,0,25,20,12,26,41,45,13,9,5,18,10,33,23,28,21,34,28,24,21,5,11,23,11,0,26,13,15,21,6,4,0,3,26,21,9,20,23,3,26,8,1,13,0,10,1,7,7,17,5,7,3,21,9,22,12,15,7,15,25,5,28,0,25,6,22,27,0,4,0,15,6,0,12,10,9,22,0,10,23,40,20,21,4,7,0,0,12,28,20,10,11,35,4,26,13,21,25,21,0,26,26,19,14,27,12,33,20,7,10,7,0,7,19,33,12,12,13,8,0,6,5,25,8,24,16,28,26,23,33,3,13,59,19,19,20,16,21,9,18
2020-12-01,5,12,9,43,34,15,0,0,21,26,3,27,23,21,6,24,12,6,20,1,27,27,6,34,17,20,7,39,0,24,0,20,5,3,8,6,7,30,18,38,27,0,25,0,0,31,0,10,5,57,26,17,10,32,28,18,8,20,20,28,24,26,5,22,15,0,10,15,7,0,31,26,15,27,44,48,13,9,5,22,9,33,22,24,27,35,29,25,25,4,7,27,11,0,27,19,19,23,8,5,0,2,32,24,10,23,25,3,30,7,1,14,0,10,1,8,8,15,6,8,3,25,10,29,14,17,10,14,26,5,31,0,23,9,24,28,0,5,0,13,7,0,13,10,8,28,0,10,30,45,24,22,3,7,0,0,13,24,23,10,11,44,5,30,16,23,27,23,0,27,28,23,15,31,13,33,33,7,10,7,0,7,22,30,13,13,18,8,0,7,5,28,7,21,17,37,34,26,36,3,14,0,22,23,23,18,24,11,25
2021-01-01,5,13,9,40,38,16,0,0,27,33,5,28,25,22,7,25,14,5,24,1,27,27,8,36,19,28,8,38,0,27,0,18,6,3,7,6,8,31,28,31,29,11,29,0,0,42,14,18,6,47,31,18,14,31,34,21,9,23,22,27,32,28,5,24,19,0,11,16,7,0,30,30,15,29,45,39,15,11,6,22,11,51,23,35,25,31,28,29,30,5,13,28,14,0,28,18,20,26,6,6,0,2,39,28,11,26,25,4,33,8,1,13,0,11,1,8,8,25,10,4,3,22,10,28,14,17,13,15,24,6,34,40,24,7,26,33,36,6,0,11,8,0,13,14,8,31,0,9,27,54,27,24,4,8,0,0,15,24,23,10,11,34,6,37,16,30,34,22,0,34,31,24,14,31,17,43,41,8,15,8,41,7,19,32,16,13,17,8,0,8,5,30,6,24,19,30,33,35,0,2,20,0,23,25,27,17,25,12,25
2021-02-01,5,11,7,43,32,15,0,0,25,30,4,31,20,18,6,20,12,5,23,1,25,22,8,27,11,22,6,30,0,24,0,17,5,3,7,6,8,26,22,29,25,0,29,0,0,27,17,15,4,32,25,14,15,29,24,18,10,20,23,24,25,30,4,19,21,0,8,15,7,0,26,22,13,24,43,38,16,11,4,19,9,35,19,29,20,34,22,21,32,4,12,24,15,0,24,17,18,20,5,5,0,2,35,24,10,19,25,3,26,7,1,11,0,10,1,7,8,18,11,6,2,17,9,25,17,19,10,14,22,4,29,0,23,8,22,29,40,5,0,9,6,79,12,14,6,28,0,8,23,37,23,19,4,7,0,0,11,20,19,10,9,38,5,28,16,26,34,20,0,26,30,17,15,23,15,32,21,7,13,6,35,7,18,29,13,12,19,9,0,7,7,26,5,19,17,26,30,29,42,2,18,0,18,21,32,17,25,9,23
2021-03-01,4,10,8,32,26,16,0,0,23,27,3,28,19,16,7,19,12,5,22,1,21,21,7,25,12,18,7,27,0,24,0,17,5,3,7,8,8,22,21,55,22,9,25,0,0,28,12,14,4,0,24,13,15,30,24,17,9,16,22,24,23,28,4,17,18,0,8,13,8,0,21,19,12,22,37,35,18,9,4,16,9,32,18,23,24,32,20,19,24,3,10,24,11,0,20,13,18,19,6,5,0,2,28,24,9,19,23,3,24,7,1,14,0,10,1,7,7,15,5,6,3,17,8,21,13,19,9,12,22,5,29,0,20,5,37,27,0,5,0,8,6,0,12,12,25,24,0,9,21,50,20,17,3,7,0,0,12,23,18,10,10,25,5,22,15,25,27,21,0,22,25,18,15,22,13,38,23,6,13,6,18,7,17,29,12,10,14,11,0,5,6,23,5,23,14,33,30,41,31,2,15,0,15,18,30,17,20,10,14
2021-04-01,5,10,8,35,30,15,0,0,20,30,3,31,21,17,6,22,12,7,21,1,23,22,9,31,11,20,7,29,0,25,0,18,4,3,9,8,9,24,27,38,24,0,28,0,0,33,19,13,4,0,27,14,16,43,22,16,11,17,22,30,25,33,3,21,17,0,8,13,8,0,21,26,12,25,45,44,17,11,4,18,11,28,17,21,21,36,23,22,20,5,10,26,11,0,24,14,19,18,8,4,0,3,26,20,9,18,27,3,22,6,1,17,0,10,1,10,7,13,7,2,3,24,8,24,12,25,10,12,23,7,29,48,24,6,36,29,59,4,0,9,6,0,12,12,19,26,0,10,22,41,24,20,5,8,0,0,12,20,18,10,11,45,5,23,14,28,26,22,0,22,23,19,15,24,16,35,19,6,12,5,20,8,17,32,11,12,12,11,0,6,5,22,6,22,10,29,28,35,29,2,20,0,18,20,26,16,19,8,16
2021-05-01,5,9,7,32,25,15,0,0,23,34,3,23,19,15,5,21,15,7,17,1,19,22,9,24,13,22,5,29,0,23,0,19,4,3,6,7,9,23,23,38,25,0,26,0,0,32,18,12,5,0,29,10,15,28,21,13,11,16,21,26,25,29,4,21,19,0,7,14,8,0,23,36,10,22,40,40,17,10,4,15,9,30,14,25,21,34,20,21,21,4,8,25,11,0,24,14,15,17,11,6,0,2,26,17,8,15,23,3,23,5,1,14,0,10,1,13,6,12,6,6,3,15,7,20,12,23,10,16,26,6,23,45,23,5,29,27,55,4,0,8,5,0,10,12,12,29,0,19,21,38,22,19,5,7,0,0,9,22,16,11,12,39,4,23,12,26,28,20,0,19,19,19,17,19,13,40,19,7,12,5,35,6,21,31,8,9,0,10,0,6,6,19,9,21,10,35,23,33,0,2,19,0,15,18,31,17,19,7,18
2021-06-01,5,10,8,46,24,18,0,0,22,31,3,21,21,12,5,22,18,6,16,1,17,26,10,28,13,28,5,31,0,24,0,20,4,4,12,6,9,21,27,25,22,0,25,0,0,29,17,13,6,0,28,9,16,24,20,11,12,13,22,28,27,24,4,21,15,0,7,13,8,0,20,31,9,19,40,43,17,8,4,11,10,22,13,20,27,35,25,23,18,4,10,23,13,0,23,15,13,24,8,6,0,3,23,18,8,15,22,3,18,6,1,13,0,12,1,11,6,12,7,6,3,16,7,16,14,20,9,22,26,5,21,57,20,5,29,29,48,4,0,8,4,0,11,13,8,31,0,12,15,38,23,18,5,8,0,0,9,18,15,13,10,44,5,22,15,26,24,22,0,16,21,19,15,19,13,35,20,9,13,5,0,8,23,32,7,9,17,10,0,6,8,19,9,31,9,39,24,29,0,3,18,0,13,14,28,17,16,9,11
2021-07-01,5,12,10,36,25,21,0,0,25,28,4,23,23,13,6,20,16,7,20,1,21,26,11,27,13,19,6,36,0,24,0,19,5,4,11,6,9,23,24,30,25,0,26,0,0,28,0,13,5,0,25,13,15,26,22,14,12,16,22,26,28,25,5,21,18,0,8,12,10,0,22,32,12,21,45,46,19,14,4,14,10,26,14,22,22,39,24,22,19,5,10,24,15,0,23,15,15,20,7,7,0,3,22,18,9,14,24,3,21,7,1,15,0,12,1,11,7,16,8,7,4,17,7,18,16,15,13,19,26,7,25,72,23,8,27,30,63,4,0,10,7,83,14,16,9,36,0,9,18,40,24,21,5,8,0,0,10,22,17,17,11,29,6,21,15,24,26,23,0,19,22,21,16,21,21,38,16,8,14,6,29,8,20,30,8,10,0,11,0,6,9,21,7,16,11,32,24,29,39,3,18,0,16,16,38,20,18,12,13
2021-08-01,4,12,12,29,25,20,0,0,25,27,3,25,21,14,6,21,15,6,18,1,22,28,9,24,12,19,7,36,0,21,0,23,5,4,11,6,8,21,25,26,29,0,24,0,0,24,10,13,5,31,25,13,18,25,21,15,12,16,28,38,27,26,5,21,16,0,9,12,9,0,21,31,12,22,43,42,18,13,4,15,10,26,15,25,23,42,20,22,21,4,14,25,14,0,23,14,16,22,6,5,0,3,24,21,10,15,26,3,23,8,1,13,0,12,1,11,7,16,8,7,4,14,8,20,15,19,10,17,22,8,27,36,26,8,26,29,0,5,0,8,7,0,15,16,10,26,0,10,19,45,26,20,5,8,0,0,10,17,17,13,12,31,6,20,16,21,25,24,0,18,22,19,15,20,19,41,19,7,15,7,21,8,19,32,10,12,24,11,0,5,5,22,7,23,12,26,26,33,0,3,16,0,17,17,38,18,19,11,15
2021-09-01,5,13,11,35,25,19,0,0,25,27,3,19,21,14,7,20,14,5,17,1,18,21,14,24,11,20,8,35,0,23,0,28,5,5,16,6,8,21,22,33,23,0,27,0,0,28,0,13,6,89,26,12,17,25,20,14,14,15,39,44,27,26,5,23,18,0,7,12,10,0,24,24,11,21,42,44,20,10,5,14,11,25,14,25,25,39,23,24,17,5,15,22,15,0,26,15,15,19,6,6,0,3,21,18,11,15,22,3,19,7,1,14,0,10,1,12,6,16,9,8,4,14,8,17,14,17,9,18,23,9,27,29,23,8,24,28,0,5,0,9,6,0,16,14,9,24,0,9,18,45,25,23,5,9,0,0,11,19,16,11,13,23,5,22,17,23,28,21,0,18,21,20,15,20,19,34,22,6,17,7,27,8,17,33,10,11,17,13,0,6,6,21,8,24,12,28,26,20,0,4,17,0,15,16,42,16,16,13,16
2021-10-01,5,13,9,26,27,17,0,0,30,29,5,27,21,18,7,21,13,5,20,1,21,22,11,30,16,19,9,31,0,24,0,29,5,5,13,6,7,23,28,16,27,0,25,0,0,29,12,15,5,0,25,15,16,23,24,16,12,19,32,30,25,27,5,24,19,0,10,12,9,0,25,23,14,23,40,35,19,12,5,17,12,36,18,34,25,38,27,24,26,5,10,23,15,0,24,19,18,22,6,6,1,3,28,20,9,17,24,3,22,7,1,18,25,10,2,12,9,15,7,7,4,19,9,20,18,17,12,16,26,9,26,43,24,9,26,26,36,6,0,9,9,0,15,15,9,27,0,10,21,58,26,20,6,9,0,0,14,22,20,10,12,29,6,23,16,24,28,17,0,21,25,20,15,25,15,36,17,7,16,9,22,7,24,30,12,12,22,13,0,6,8,24,6,24,13,32,27,23,0,3,17,45,19,20,31,16,21,13,23
2021-11-01,4,10,8,31,23,15,0,0,22,24,4,21,19,17,6,19,11,5,17,1,22,20,11,26,12,19,8,27,0,21,0,24,5,4,9,6,6,21,22,25,20,5,23,0,0,26,10,13,5,0,25,15,15,24,21,16,12,16,26,24,23,24,4,23,12,0,9,13,9,0,23,21,12,22,35,29,16,10,4,17,11,27,15,28,20,36,21,23,21,4,7,21,14,0,24,15,18,20,6,5,0,2,23,19,9,18,21,3,22,7,1,15,0,8,2,10,8,13,8,5,4,21,9,20,14,14,9,14,23,7,24,63,22,7,26,25,0,5,0,7,8,0,12,13,7,26,0,9,20,53,21,20,5,8,0,0,11,29,16,9,11,47,5,23,17,19,25,17,0,22,22,19,12,24,15,33,20,6,13,7,18,7,20,26,13,13,13,10,0,7,6,22,6,22,10,21,23,22,49,4,15,0,17,19,20,14,18,10,21
2021-12-01,3,12,10,46,29,17,0,0,20,25,4,20,20,19,5,18,12,6,14,1,24,21,10,25,13,25,9,42,0,22,0,22,5,4,12,5,6,24,29,23,20,0,23,0,0,30,13,14,6,0,24,18,15,26,25,19,12,17,25,19,24,24,4,27,13,0,9,15,8,0,21,26,14,25,44,39,17,12,4,19,16,27,18,23,25,35,21,24,24,3,11,23,13,0,24,15,22,19,8,5,0,3,27,21,10,21,22,3,25,8,1,16,0,10,2,8,9,16,11,6,3,20,9,21,14,17,12,15,26,6,31,46,26,8,28,26,0,5,0,8,8,0,13,14,7,34,0,11,21,43,22,21,5,10,0,0,12,27,19,11,14,30,6,20,16,20,27,18,0,25,26,19,15,30,18,35,27,6,15,7,19,7,19,22,17,14,19,11,0,8,6,27,7,14,13,17,24,36,0,3,14,0,18,19,32,19,22,11,18
2022-01-01,3,15,11,38,31,18,0,0,23,35,6,30,25,22,8,22,19,6,21,1,26,28,10,30,27,33,13,49,0,29,0,23,6,4,10,7,7,29,33,37,31,5,30,0,0,37,10,13,7,0,33,22,20,32,27,22,10,20,29,37,31,31,6,34,22,0,12,14,9,0,32,31,16,26,30,43,17,12,7,22,13,42,24,30,19,28,27,28,29,5,12,26,16,0,33,19,26,26,11,6,0,3,31,27,13,24,25,4,30,10,2,16,0,13,2,10,12,19,10,7,4,23,11,27,17,19,16,16,34,7,30,0,28,9,33,34,50,7,0,13,10,73,14,17,11,34,0,13,24,44,25,24,7,10,0,0,18,23,20,13,15,51,9,30,18,30,36,27,0,29,28,31,18,33,17,33,35,9,14,12,34,9,21,28,17,14,25,12,0,9,10,30,8,30,15,21,28,36,0,3,21,55,22,23,18,20,23,9,28
2022-02-01,3,11,10,50,28,15,0,0,25,34,5,25,19,18,7,20,15,6,20,1,23,25,9,25,25,20,10,38,0,22,0,26,5,4,12,7,7,23,29,32,24,0,29,0,0,26,16,15,6,0,27,18,19,23,23,19,11,18,23,32,27,27,5,25,17,0,10,13,10,0,26,23,14,25,28,30,16,11,5,17,12,27,17,19,19,23,23,23,23,5,10,25,14,0,29,22,21,23,8,7,0,3,25,19,11,18,21,4,22,8,1,16,0,13,2,10,10,15,10,7,3,19,10,24,19,17,18,20,25,6,26,66,24,9,29,27,0,5,0,9,9,0,15,15,12,29,0,10,20,38,23,22,6,10,0,0,13,26,18,11,13,42,8,25,15,26,33,21,0,23,24,23,14,25,15,29,14,7,13,9,20,9,20,31,14,12,24,10,0,9,8,26,7,24,13,20,25,30,0,3,19,0,16,20,21,17,20,12,14
