Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,11810619368.3874,12561701694.3319,13436827166.5187,14445805381.3872,16168044450.2523,17597783297.4583,18894891312.2977,20252508995.4745,21654856965.4281,24019653474.9959,26706196046.7931,29821661869.912,37209418018.5134,47743801490.3747,56033077879.0389,65678189097.2908,71113882967.6071,82839905458.6382,101246526194.441,116315456796.918,126829314388.191,104730018470.23,92095926187.5331,87184239053.2544,83349530159.1734,86268264148.3796,120018787249.413,149394404105.889,162299103675.261,164221056511.057,205331747947.851,210510999409.333,234781652446.675,224721795708.955,244884129491.198,288025588396.278,279201433224.756,252708051420.839,258528339631.029,258245733221.468,236792460312.471,236746141604.37,258383599375.177,318082528506.588,369214712443.206,385714762230.039,408259840868.823,470922156309.453,517328087920.078,485014525992.461,481556503720.001,527196649048.639,498414364944.961,524097026598.55,537987419164.351,461044767544.531,474271566739.729,500908767351.53,542638913427.921,536726344405.489,529694473501.791,598522422241.851,591085783326.267,651330595110.011,671370081636.406
Belgium,BEL,"Population, total",SP.POP.TOTL,9153489,9183948,9220578,9289770,9378113,9463667,9527807,9580991,9618756,9646032,9655549,9673162,9711115,9741720,9772419,9800700,9818227,9830358,9839534,9848382,9859242,9858982,9856303,9855520,9855372,9858308,9861823,9870234,9901664,9937697,9967379,10004486,10045158,10084475,10115603,10136811,10156637,10181245,10203008,10226419,10251250,10286570,10332785,10376133,10421137,10478617,10547958,10625700,10709973,10796493,10895586,11038264,11106932,11159407,11209057,11274196,11331422,11375158,11427054,11488980,11538604,11586195,11680210,11779946,11858610
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,28072478.0724781,29964999.965,31857591.8575919,33750113.7501138,36194586.1945862,40110040.1100401,44450044.4500445,47431255.747674,44999910.00018,47399905.2001896,53339893.3202134,59074687.1961851,65998069.3847631,78214767.8301496,103160450.445869,118194026.251574,97094227.2292471,117650000,136300000,151800000,257400000,260750000,248550000,262150000,290350000,287300000,311500000,371100000,421450000,491100000,546750912.28848,596682100,695741150,752255150,771838000,818590250,850339100,872916050,929047000,999713050,1138138100,1172045150,1243912050,1308280250,1400202000,1474298400,1590463100,1706190450,1738453600,1688012750,1748988400,1831576700,1917083500,2035191450,2138242200,2193095150,2239604950,2266028250,2285915050,2381187850,2047284600,2428606250,2846604350,3052362650,3203631800
Belize,BLZ,"Population, total",SP.POP.TOTL,91318,93632,96042,98704,101603,104675,107906,111272,114713,118040,120736,122805,124676,126445,128185,130387,133099,135887,138713,141678,145062,148786,152548,156297,160044,163796,167554,171338,175180,179107,183076,187040,190983,194902,199097,204146,210310,217446,225173,233059,240799,248379,256009,263780,271688,279731,287878,296100,304361,312614,320245,327298,334414,341627,348923,356333,364705,373202,380226,385829,390812,395346,402733,411106,417072
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,226195578.434497,235668220.508202,236434954.038578,253927697.25805,269819005.87814,289908680.426395,302925235.151997,306221953.104911,326323105.26476,330748244.539574,333627713.494438,335073027.54117,410331856.991218,504376074.185709,554654860.702577,676870140.341529,698408261.922237,750049778.84069,928843469.431727,1186231019.82044,1405251846.54048,1291120188.43104,1267778670.35902,1095348199.43911,1051134008.78979,1045712789.14884,1336102025.27763,1562412227.90058,1620246083.79478,1502294416.17129,1959965330.14765,1986437796.53053,1695315305.70308,2274558082.76135,1598075943.86774,2169627137.9207,2361116449.39308,2268301646.46707,2455092686.34712,3677393998.74486,3519991440.47913,3666222635.13875,4194342686.2178,5349258094.48239,6190270380.49856,6567654954.38903,7034111314.88812,8169048382.83875,9787734526.23965,9738626517.00319,9535345015.78355,10693321363.6574,11141358115.8991,12517845123.9315,13284527846.9081,11388160996.7738,11821065853.3838,12701655836.9467,14262408089.9261,14391686313.4641,15686741883.934,17687623530.3355,17425405090.862,19673291004.1444,21482643706.4249
Benin,BEN,"Population, total",SP.POP.TOTL,2517286,2559223,2604659,2652908,2704003,2757936,2814317,2872997,2934257,2998222,3065057,3134767,3207543,3283496,3362633,3445407,3532196,3623202,3718305,3818528,3925251,4038307,4156596,4278978,4405895,4538012,4675420,4818486,4967341,5121657,5281479,5446932,5617844,5872706,6096506,6226773,6391858,6583365,6789489,7002818,7221619,7445596,7675426,7913070,8159094,8426144,8693242,8953969,9228466,9509423,9797484,10093623,10397657,10708834,11030004,11360681,11697842,12039780,12383347,12726755,13070169,13413417,13759501,14111034,14462724
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,72400000,76500000,80700000,82600000,92200000,98000000,115000000,134800000,150000000,164900000,186300000,211100000,235400000,269500000,312600000,345000000,386300000,447000000,475800000,517200000,613299968,739100032,785500032,889400000,985699968,1039500032,1173500032,1296499968,1415100032,1501500032,1592400000,1634900000,1679900000,1820359900,1867160100,2030750000,2695390000,2932827000,3130748000,3324433000,3480219000,3680483000,3937228000,4186525000,4484703000,4868136000,6144000000,6767000000,6980000000,6656000000,6634526000,6312691000,6378188000,6465756000,6413988000,6654541000,6899911000,7142316000,7225977000,7423465000,6887364000,7290037000,7874381000,8579242000,9233600000
Bermuda,BMU,"Population, total",SP.POP.TOTL,42208,43123,44239,45340,46410,47461,48534,49514,50404,51306,52124,52607,52803,52946,53056,53129,53210,53322,53431,53517,53673,53997,54387,54777,55169,55547,55889,56265,56699,57129,57559,57984,58407,58816,59194,59526,59813,60177,60639,61124,61550,61867,62142,62386,62555,62711,62834,63010,63300,63565,63725,63733,63646,63574,63529,63464,63449,63578,63831,64107,64382,64648,64749,64698,64636
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,61812113.0666667,66289450.3252986,70139866.8083136,78900289.3165483,92901784.4986973,86820762.4931172,88461262.7788474,97884433.8024868,94086227.6084972,105377995.200713,128669200.916451,139174178.090189,141439317.399271,156704289.913612,160423493.936194,163288815.361294,191218115.488485,242742766.346488,272298066.556045,264798626.174848,287765007.112863,240294286.015925,240233531.160464,225973692.8371,258954708.048533,290490983.815778,303408345.620078,352229076.707627,363458380.903342,399311199.50776,460733418.399276,496110225.710307,559345263.708309,651935430.314445,735348490.428435,860391000.221655,942879878.538879,1255767964.00491,1317517834.59916,1331343797.77308,1708880730.20989,1977728658.68259,1973387227.96519,1943696951.65411,2089079570.58285,2187815803.36833,2357504760.78592,2591358009.20276,2583335721.85904,2735683570.46155,2457604333.90927,2768802960.11204,2898227743.75576,3012896789.24928,..
Bhutan,BTN,"Population, total",SP.POP.TOTL,224084,230602,237636,245156,252987,261200,269820,278852,288311,298214,308528,319211,330264,341705,353538,365791,378490,391639,405243,419200,433404,447836,462485,477460,492784,508392,524324,540557,556986,573586,589287,599784,577774,554673,554497,547989,548784,558697,569435,582579,596863,610794,624409,637663,650544,661865,670799,678641,686351,693988,701632,709377,717279,725273,733139,740618,747866,754335,759759,764824,770006,775442,780914,786385,791524
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,377020202.020202,410101010.10101,448400673.400673,482828282.828283,544023569.023569,604377104.377104,669191919.191919,755808080.808081,857912457.912458,929629629.62963,1017003367.00337,1095622895.6229,1257615644.97932,1262968515.74213,2100249875.06247,2404697651.17441,2731984007.996,3227436281.85907,3758220889.55522,4421336382.94397,4537479608.48287,5891598694.9429,5594126368.90981,5422656823.38212,6169483225.35915,5377276554.93016,3959382833.13461,4347956337.93221,4597612362.2748,4715973437.43673,4867582597.51312,5343262457.10226,5643868748.68126,5734699488.84934,5981222858.82727,6715161732.22658,7396949126.35685,7925736821.45034,8497494652.12546,8285064434.56826,8397855484.76908,8141516928.39489,7905485146.44351,8082399639.54305,8773451751.5121,9549122905.32852,11451844902.2214,13120108008.3477,16674276285.8956,17339992193.7322,19649723722.1034,23963164696.592,27084497481.9103,30659338885.6729,32996188017.3661,33000198248.9146,33941126193.9219,45927439594.7902,48414038842.2576,49056643589.0014,42313784081.042,47877892402.3155,50959081953.6903,52340206946.4544,54881327452.9667
Bolivia,BOL,"Population, total",SP.POP.TOTL,3702323,3778731,3857493,3938913,4022996,4109796,4199550,4292572,4388944,4488232,4590010,4694342,4800978,4910200,5022475,5137539,5256496,5379166,5504123,5630849,5758900,5888109,6018088,6149060,6281868,6416185,6552479,6692162,6835508,6981766,7130142,7280289,7430336,7579195,7727322,7874676,8021736,8167900,8313394,8459806,8606326,8752736,8900355,9050700,9204287,9360754,9521689,9685960,9850858,10016275,10182345,10348929,10515807,10682608,10848888,11014705,11180020,11344587,11508368,11671386,11816299,11937360,12077154,12244159,12413315
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7753478260.86957,6122959183.67347,4735044707.23969,3630668949.83246,1255802469.1358,1866572953.73665,2786045321.63743,3671909673.04401,4116774300.60671,4686256363.04707,5567772768.81188,5800615374.76094,6728220982.88398,8498894359.38629,10156541220.9704,11222796336.5426,12864841905.9543,15778734264.3787,19112796623.1175,17613949091.2294,17176315803.7298,18644233537.1093,17226735995.6905,18179109209.3892,18558734107.1478,16404348361.0926,17116926553.8513,18326373135.6099,20484058033.1144,20482608984.3316,20226038369.9191,23672712121.2671,24534663636.1778,27592361498.4057,29613572022.8993
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,3281381,3348035,3407532,3461942,3513441,3562834,3610562,3656223,3698794,3737765,3773247,3809376,3848271,3887376,3926472,3965743,4004552,4042124,4078240,4113300,4148426,4184217,4221100,4258728,4295536,4330364,4362115,4390246,4414404,4433983,4448652,4458343,4234616,3904482,3725412,3715564,3875246,4018227,4089356,4130305,4159771,4179438,4188002,4178523,4140987,4096493,4063272,4013424,3947544,3879794,3811472,3741798,3670113,3610859,3564829,3518541,3473003,3428682,3387000,3345533,3299349,3244907,3204802,3185073,3164253
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,30411413.6552828,32902612.8664855,35644956.6430429,38091842.8546863,41616347.7906865,45788696.3343915,51465655.3921083,58642354.089673,66248441.4182466,77361546.5067537,96243233.6609837,127448613.505061,164460914.977201,244124164.042218,306044207.530203,355168571.536751,372025093.006273,451624780.274597,590407374.447116,819870258.783053,1060889703.75374,1073812830.30052,1014945695.71927,1172230396.58099,1240822167.43571,1114783342.71539,1392602163.53829,1965226890.04557,2644554158.72794,3083822112.02023,3790636324.44775,3942876703.45184,4146464586.61674,4160129174.70569,4259259604.15623,4730599121.92704,4847757217.75815,5020265626.66489,4790481509.17679,5484263346.88105,5788329609.15755,5489608299.66445,5438863982.88692,7511582173.37724,8957467706.5354,9918907108.09702,9919158482.41085,10567270655.5027,10730829116.4105,10118459242.3183,12637273429.1339,15110643612.1729,13907464500.1489,14271738933.2042,15470088500.7414,13530748844.505,15082637184.0496,16105155856.7708,17031943186.1353,16725908148.5481,14960251607.8135,18750182236.2211,20321150599.1523,19411266967.1044,19402063512.9066
Botswana,BWA,"Population, total",SP.POP.TOTL,516165,527942,540186,552966,566266,574664,577866,580933,583966,587066,590334,600481,622407,652408,685448,720380,758508,799574,849239,901742,937485,969996,1009269,1046137,1083660,1121945,1160650,1199167,1235476,1270274,1305696,1341756,1380033,1420115,1460023,1498836,1535914,1571691,1606899,1641997,1677382,1712254,1744763,1775736,1807146,1839877,1874516,1911201,1949970,1990673,2033111,2073535,2108617,2140682,2172044,2203273,2234776,2266747,2299141,2332083,2365894,2401441,2439892,2480244,2521139
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,17030465539.3906,17275940449.3837,19231747851.5332,23287712878.2002,20963733694.9749,22465522884.0988,28283323733.1114,31086389194.961,33930457425.2613,37171640818.5863,42327664793.6934,48869830901.7878,58434858374.8696,83592275862.9982,109794519727.538,129203555238.827,153168949208.207,176344101401.941,200278646123.581,221338204480.222,237393489892.637,258015174748.648,271314113768.417,189656506321.431,188339974086.58,210879844638.877,256480852471.129,283056836893.838,307881930752.268,412990820287.42,390725626002.866,342609231342.783,328187960871.951,368295778245.09,525369851353.742,769333330411.575,850426433004.077,883206452795.124,863711007325.493,599642075004.471,655448188259.351,559983704094.17,509795270685.19,558233724164.711,669289321944.512,891633826625.407,1107626711163.23,1397114247188.89,1695855391757.96,1666996294252.12,2208838108484.35,2616156606579.21,2465228293706.86,2472819362043.74,2456043766032.38,1802211999456.42,1795693265999.04,2063514688805.78,1916933708352.71,1873288158838.63,1476107292151.95,1670647464062.96,1951923832083.87,2191131869706.02,2185821648943.86
Brazil,BRA,"Population, total",SP.POP.TOTL,72388126,74605447,76865323,79164235,81488595,83817583,86139359,88446124,90741240,93045777,95375651,97739273,100146797,102600976,105089675,107619565,110213349,112875292,115600942,118380821,121207461,124063109,126923155,129790077,132658864,135515595,138336370,141104944,143826357,146502972,149143223,151724256,154275079,156794577,159265006,161735073,164202549,166661659,169159655,171641543,174018282,176301203,178503484,180622688,182675143,184688101,186653106,188552320,190367302,192079951,193701929,195284734,196876111,198478299,200085127,201675532,203218114,204703445,206107261,207455459,208660842,209550294,210306415,211140729,211998573
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,"Population, total",SP.POP.TOTL,7950,8034,8070,8114,8168,8257,8413,8646,9000,9533,9933,10095,10235,10367,10494,10606,10709,10800,10886,10965,11130,11479,11921,12370,12820,13269,13726,14194,14680,15180,15704,16187,16593,16989,17406,17840,18287,18756,19238,19730,20241,20796,21430,22134,22881,23665,24493,25366,26288,27218,27675,28710,30345,31703,32962,34498,33878,32699,34657,36395,37135,37809,38319,38985,39471
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,114039500.591268,132757528.044374,139029537.243321,160818235.866746,161210236.44168,179078929.315763,197525767.791735,270822782.026674,433095526.686136,2319576214.21329,2496420257.54042,3054765590.29214,3681242528.32494,4100423673.58759,6044367628.28515,10795432293.6119,9367218664.31094,8932198185.72876,7927590750.39502,7632788075.1621,6967623884.42343,4190280002.67381,4918010080.03047,4535130304.71096,4983622880.99938,6039881086.68157,6284497293.85546,6327966435.17026,6203339912.15448,6467782517.72242,7700144069.1419,7663377306.04996,7793034376.20807,5550846019.54348,6309070377.5966,6570999087.56742,6096155767.38145,6333082875.56937,7167725261.92713,8619178773.51458,10547202620.5286,12644616418.691,13432029484.4012,15926456515.0049,11912904509.8582,13707121038.4383,18524791062.657,19048443340.7732,18094148098.6536,17097797386.0336,12930296870.1247,11400266044.6651,12128168045.1245,13566908391.0895,13469235364.7032,12005799653.9835,14006496617.4458,16681536466.7183,15095084656.1634,15340808592.48
Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,88347,92517,96719,101159,105922,110838,115874,121017,126222,131446,135138,137921,142189,147369,152656,158070,163607,169277,174884,180422,186111,191977,198165,204741,211661,218919,226495,233860,240913,248064,255292,262596,269839,276971,284091,291195,298276,305341,312385,319411,326424,333345,340099,346637,352911,358916,364663,370873,377793,384952,392332,399389,405557,411202,416750,422212,427564,432772,437810,442680,447404,451721,455370,458949,462721
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19839230769.2308,19870000000,19342000000,16563666666.6667,17594944444.4444,17155421052.6316,20249294117.6471,28101000000,22555941176.4706,21988444444.4444,20632090909.0909,7628738475.37666,8602887622.63828,10832064941.654,9709240033.98973,18991484420.36,12294964837.6235,11316127378.9613,15031055046.7575,13637098579.109,13245990274.4581,14183446025.7389,16403043849.8297,21144957990.4681,26157743368.8716,29868657858.0082,34380536495.6739,44431257128.8618,54480684188.4442,52023801230.12,50689051382.4361,57681293006.9721,54297052002.2338,55819262374.9039,57080897012.1077,50765918159.1476,53929397039.2106,59167647387.606,66097226262.2191,68507731353.9114,70486877546.4901,84374613233.36,90506153293.6733,102199231384.542,113343355779.985
Bulgaria,BGR,"Population, total",SP.POP.TOTL,7867374,7943118,8012946,8078145,8144340,8204168,8258057,8310226,8369603,8434172,8489574,8536395,8576200,8620967,8678745,8720742,8758599,8804183,8814032,8825940,8861535,8891117,8917457,8939738,8960679,8960547,8958171,8971359,8981446,8876972,8718289,8632367,8540164,8472313,8443591,8406067,8362826,8312068,8256786,8210624,8170172,8009142,7837161,7775327,7716860,7658972,7601022,7545338,7492561,7444443,7395599,7348328,7305888,7160005,7073572,6984225,6894139,6803468,6710798,6616726,6550696,6507301,6465097,6446596,6441421
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,330442815.821186,350247234.260712,379567099.249422,394040667.106335,410321644.964911,422916789.7483,433889766.239436,450753923.548048,460442689.376378,478298645.39382,458404268.761971,482411179.121178,578595521.990135,674773569.877548,751133430.449301,939972703.463021,976547188.054778,1131224878.18865,1475583644.93614,1748480620.52397,1928719888.20688,1775842333.57042,1754450096.23721,1600278605.25465,1459880132.14107,1552493196.28424,2036303357.68113,2369834949.73234,2616040478.99309,2615587733.97303,3101300778.56414,3135045584.08387,3356692505.18266,3199536465.23328,1895290637.09504,2379517975.28056,2586550595.41013,2447669101.95178,2804902367.14687,3389566712.66037,2968370087.59759,3190371080.94768,3622350062.96053,4740768142.67494,5451688537.60959,6146353173.34929,6547419820.38113,7625722836.76847,9451435490.11467,9450696873.34326,10109619740.6994,12080295977.5632,12561015156.5683,13444300485.8412,13943016076.7436,11832159315.6298,12833363045.3367,14106955615.3442,15890066221.2882,16032813503.3707,17725010532.5268,19697516284.3787,18622421394.6133,20112614449.2039,23124729853.0218
